model,nodes,edges,time,mem
.skriven,22,28,11,261
101companies,15,18,7,265
abapobj,191,213,15,1082
ABase,13,17,6,263
ABC,4,5,21,265
abnf,47,72,10,500
abstractcim,25,40,9,282
AbstractSyntaxStereotypesUML1.4,7,5,7,245
AbstractUI,70,68,8,350
acad,69,68,648,539
accesscontrol,45,70,8,499
accession,11,18,9,704
account,10,10,6,261
accounting,37,60,29,501
ACG,150,264,13,1041
acl,15,16,8,263
ACME,43,73,7,540
ACON,40,57,8,503
acore,31,45,9,302
action,10,10,6,245
actions,43,61,10,768
activestatedebugger,23,30,8,279
ActivitiExtensions,93,106,11,811
activity,13,19,9,265
activityDiagram,35,66,9,316
actor,45,70,82,760
ActorMapping,33,38,7,299
adapter,9,9,7,483
adaptiveSystem,61,102,8,556
AData,36,47,8,302
ada_gen,33,42,7,319
additionalTagMetadata,13,14,6,265
AddressBook,28,44,7,302
addressing,51,68,9,544
ADELFE,41,88,8,498
Adl,125,198,13,808
Ads,177,277,14,1302
After,14,22,8,245
Agate,274,466,21,1830
agents,10,10,15,449
aggregator_0.8.0,109,138,10,780
Agree,285,353,34,1076
AIP,12,14,7,261
AIService,12,19,7,263
AjModel,46,88,10,539
aladim,43,70,8,542
Alf,304,486,20,1852
Altarica,175,308,14,1308
Amble,1,0,23,245
AML,343,445,19,2169
AMN,155,286,13,1062
analysis,11,12,6,265
android,47,78,7,539
Anfelisa,11,16,6,246
annotation,7,7,4,265
annotationModelReference,3,2,7,245
annotations,22,32,7,258
Ant,170,239,12,1058
Antikythera,38,63,7,498
AntScripts,38,63,7,499
AnyLogic,114,148,12,848
APar,27,25,7,263
api2mol,45,61,8,498
apidesc,83,115,13,578
apimodel,70,100,11,573
AppChoco,21,25,8,287
AppDSL,14,23,7,282
ApplauseDsl,126,213,12,855
applet,91,118,11,811
application,152,192,17,1699
AppliedStereotypeProperty,6,6,18,246
appmodel,22,26,8,279
AppWeb,24,27,9,280
apromore,37,58,8,498
ArcadeTongame_editor,30,41,6,301
archi,47,82,7,498
archimate,165,306,12,1354
Architectural_Description,17,30,6,279
architecture,5,4,6,246
ArchitectureDSL,70,105,11,535
arduino,114,167,9,848
ares,31,35,20,281
Arithmetics,34,58,7,295
arm,36,61,7,302
article,80,146,10,751
ASL,294,307,18,966
ASM,1,0,5,448
AsmL,172,329,14,1371
ASMLogo,53,99,7,511
aspectbind,122,205,12,853
aspectj,85,138,14,814
aspectualacme,35,61,6,299
Assert,31,47,7,294
asset,187,268,15,1292
Assignments,14,18,7,261
associationoverride,12,14,7,245
ast,54,76,11,556
aterms,48,54,7,298
AthenaDSL,172,241,12,1083
ATL-0.2,142,318,15,3980
ATL-Profiler,33,41,6,295
ATL,92,172,10,1043
atl2java,47,88,7,514
ATLMLM,98,183,11,994
atl_types,45,72,7,537
atm,103,102,594,880
ATOM,1,0,5,245
atomic,23,46,7,299
AtsDsl,142,197,14,865
attributes,9,11,6,245
auction,23,24,6,282
AUIML,1002,1772,58,5513
AutBE,11,12,7,245
autocgmodel,10,14,7,247
Automaton,14,20,6,285
Avm,37,70,8,499
AWKPrograms,1,0,6,265
Axdt,21,39,8,483
B,5,5,6,265
backbone,155,189,14,628
Balanced,197,260,17,1285
banner,14,16,7,258
Base,4,3,6,245
BaseCST,144,274,11,1044
BaseOutputMetamodel,10,14,6,245
BaseUI,15,22,8,282
basic,5,4,5,265
BasicBlocks,15,19,6,282
BatchDsl,25,30,7,285
BD,20,29,7,284
BDDModel,34,50,6,301
Before,97,127,10,579
bf,28,39,6,279
BibTeX,140,139,11,815
BibTeX1.1,34,66,9,522
BIBTEXML,292,323,18,2089
bigpicture,16,23,6,277
binding,25,31,9,721
bindingdialect,18,34,10,279
bio_src,51,62,10,554
bio_tgt,47,57,8,542
BippoMall,10,10,8,265
Bitbucketmgr,10,11,5,246
BlockClassBase,12,17,9,486
blockDomain,33,63,10,522
bluexml,272,391,19,1488
BMM,80,155,10,771
bmmOmg,132,358,14,1062
Bnl,3,2,5,245
bodymodel,57,102,8,514
BON,66,117,9,579
bonide,63,83,8,530
bonide_PandO,83,133,9,550
BONModel_EMF,83,133,10,561
Book,67,90,10,535
books,8,8,5,262
bookStore,32,49,9,302
bool,13,22,6,265
BooleanExpressions,26,37,9,302
bootstrap,46,74,11,539
Bossa,318,510,22,2081
bowling,21,28,6,263
box,55,76,9,542
BoxMM,29,58,7,302
bpeldiag,5,3,6,245
BPM,13,18,8,261
bpmn,107,195,12,790
bpmn20,491,872,30,3289
bpmn20di,34,46,9,498
bpmn20exec,11,12,8,258
bpmn20_ttc,633,1146,39,4083
bpmndi,35,42,12,1684
bpsim,197,291,29,1363
BQL,23,34,6,261
BrnHandlers,361,532,21,2186
BrokerDSL,260,259,14,741
Bugzilla,13,11,7,263
Build,13,12,5,263
BuildDSL,13,16,6,265
builder,31,50,10,522
building,182,225,37,11393
builtins,21,16,8,274
BundleProject,104,124,12,781
business,72,136,10,586
BusinessDomainDsl,91,149,12,614
BusinessEntityModel,19,36,9,294
BusinessObjectDsl,22,31,8,285
BusinessProcessModel,44,87,9,546
Byteman,126,199,12,815
bz377606,9,9,14,252
C,11,18,7,285
cache_model,19,19,6,296
CADM,106,210,11,816
Cal,210,354,14,1461
calc,51,82,7,510
Calendar,31,42,8,309
caltrop,68,97,97,1037
camel-spring,1584,2633,73,10773
canopen,958,1314,48,5858
canvas,14,20,6,254
CaPtah,32,51,7,291
capua,40,78,8,523
car,13,21,6,274
CardTemplate,11,13,6,271
carnot,499,928,31,3797
carrental,22,24,6,254
