model,nodes,edges,time,mem
.skriven,22,28,10,258
101companies,15,18,7,283
abapobj,191,213,38,1076
ABase,13,17,7,244
ABC,4,5,20,244
abnf,47,72,9,498
abstractcim,25,40,6,301
AbstractSyntaxStereotypesUML1.4,7,5,6,244
AbstractUI,70,68,8,336
acad,69,68,581,539
accesscontrol,45,70,8,319
accession,11,18,8,648
account,10,10,7,264
accounting,37,60,8,496
ACG,150,264,16,1041
acl,15,16,8,262
ACME,43,73,7,494
ACON,40,57,7,498
acore,31,45,7,295
action,10,10,6,244
actions,43,61,8,902
activestatedebugger,23,30,7,278
ActivitiExtensions,93,106,11,766
activity,13,19,7,244
activityDiagram,35,66,13,497
actor,45,70,103,903
ActorMapping,33,38,7,294
adapter,9,9,7,650
adaptiveSystem,61,102,8,514
AData,36,47,7,317
ada_gen,33,42,7,292
additionalTagMetadata,13,14,6,264
AddressBook,28,44,7,275
addressing,51,68,8,515
ADELFE,41,88,7,497
Adl,125,198,11,803
Ads,177,277,13,1096
After,14,22,16,262
Agate,274,466,18,1823
agents,10,10,8,446
aggregator_0.8.0,109,138,10,782
Agree,285,353,19,1105
AIP,12,14,9,260
AIService,12,19,6,244
AjModel,46,88,10,497
aladim,43,70,8,495
Alf,304,486,17,1856
Altarica,175,308,14,1310
Amble,1,0,19,241
AML,343,445,20,2099
AMN,155,286,13,1061
analysis,11,12,5,244
android,47,78,7,497
Anfelisa,11,16,6,244
annotation,7,7,7,244
annotationModelReference,3,2,6,244
annotations,22,32,8,261
Ant,170,239,14,1059
Antikythera,38,63,8,497
AntScripts,38,63,8,539
AnyLogic,114,148,11,783
APar,27,25,8,275
api2mol,45,61,8,316
apidesc,83,115,10,549
apimodel,70,100,10,527
AppChoco,21,25,7,262
AppDSL,14,23,6,261
ApplauseDsl,126,213,29,803
applet,91,118,9,766
application,152,192,14,1662
AppliedStereotypeProperty,6,6,24,244
appmodel,22,26,8,278
AppWeb,24,27,8,261
apromore,37,58,8,498
ArcadeTongame_editor,30,41,8,294
archi,47,82,8,498
archimate,165,306,13,1342
Architectural_Description,17,30,7,276
architecture,5,4,6,242
ArchitectureDSL,70,105,12,532
arduino,114,167,12,827
ares,31,35,8,278
Arithmetics,34,58,8,295
arm,36,61,8,301
article,80,146,13,749
ASL,294,307,14,976
ASM,1,0,6,447
AsmL,172,329,13,1310
ASMLogo,53,99,10,513
aspectbind,122,205,10,803
aspectj,85,138,11,811
aspectualacme,35,61,7,498
Assert,31,47,7,295
asset,187,268,15,1295
Assignments,14,18,13,258
associationoverride,12,14,7,264
ast,54,76,9,511
aterms,48,54,9,296
AthenaDSL,172,241,12,1059
ATL-0.2,142,318,18,4129
ATL-Profiler,33,41,9,294
ATL,92,172,11,989
atl2java,47,88,8,497
ATLMLM,98,183,11,988
atl_types,45,72,17,497
atm,103,102,579,776
ATOM,1,0,4,264
atomic,23,46,7,301
AtsDsl,142,197,13,833
attributes,9,11,6,261
auction,23,24,9,258
AUIML,1002,1772,66,5577
AutBE,11,12,6,241
autocgmodel,10,14,6,244
Automaton,14,20,8,262
Avm,37,70,8,481
AWKPrograms,1,0,6,244
Axdt,21,39,8,481
B,5,5,7,263
backbone,155,189,12,631
Balanced,197,260,16,1286
banner,14,16,7,260
Base,4,3,6,244
BaseCST,144,274,13,1043
BaseOutputMetamodel,10,14,7,244
BaseUI,15,22,6,258
basic,5,4,6,242
BasicBlocks,15,19,8,262
BatchDsl,25,30,7,258
BD,20,29,7,278
BDDModel,34,50,7,294
Before,97,127,11,567
bf,28,39,6,278
BibTeX,140,139,12,804
BibTeX1.1,34,66,9,496
BIBTEXML,292,323,18,2038
bigpicture,16,23,8,261
binding,25,31,8,682
bindingdialect,18,34,8,279
bio_src,51,62,9,516
bio_tgt,47,57,8,513
BippoMall,10,10,6,261
Bitbucketmgr,10,11,8,242
BlockClassBase,12,17,10,648
blockDomain,33,63,10,477
bluexml,272,391,18,1574
BMM,80,155,11,750
bmmOmg,132,358,15,1059
Bnl,3,2,6,244
bodymodel,57,102,10,531
BON,66,117,12,531
bonide,63,83,10,558
bonide_PandO,83,133,8,547
BONModel_EMF,83,133,12,594
Book,67,90,9,530
books,8,8,6,244
bookStore,32,49,9,295
bool,13,22,8,261
BooleanExpressions,26,37,8,298
bootstrap,46,74,8,539
Bossa,318,510,21,2126
bowling,21,28,8,262
box,55,76,10,513
BoxMM,29,58,7,278
bpeldiag,5,3,7,244
BPM,13,18,8,262
bpmn,107,195,11,783
bpmn20,491,872,27,3289
bpmn20di,34,46,8,496
bpmn20exec,11,12,7,244
bpmn20_ttc,633,1146,37,4096
bpmndi,35,42,9,1726
bpsim,197,291,15,1352
BQL,23,34,7,275
BrnHandlers,361,532,20,2190
BrokerDSL,260,259,13,740
Bugzilla,13,11,6,258
Build,13,12,7,261
BuildDSL,13,16,7,281
builder,31,50,8,481
building,182,225,38,11518
builtins,21,16,6,265
BundleProject,104,124,10,791
business,72,136,9,545
BusinessDomainDsl,91,149,10,790
BusinessEntityModel,19,36,7,264
BusinessObjectDsl,22,31,7,277
BusinessProcessModel,44,87,9,510
Byteman,126,199,10,826
bz377606,9,9,6,250
C,11,18,7,262
cache_model,19,19,6,277
CADM,106,210,13,811
Cal,210,354,15,1369
calc,51,82,9,522
Calendar,31,42,9,288
caltrop,68,97,117,1076
camel-spring,1584,2633,77,10735
canopen,958,1314,43,5855
canvas,14,20,7,255
CaPtah,32,51,6,288
capua,40,78,8,490
car,13,21,7,255
CardTemplate,11,13,7,255
carnot,499,928,39,3786
carrental,22,24,7,276
Cars,22,26,7,264
cartesianCoordinateSystem,27,41,9,279
cascadenotall,17,23,7,253
catalog,26,31,7,279
caz,28,41,7,467
cbe,90,110,10,751
CD,38,61,7,503
CDE,15,22,7,255
cdfg,80,136,10,538
CDPSM,415,628,24,2724
CellCore,13,21,6,255
CellEvol,3,2,23,244
CellInit,3,2,7,243
CEPMeta,23,28,7,478
cf,45,127,11,1076
CFG,15,28,7,252
cgmodel,162,307,14,1253
CharacterScript,65,84,10,556
checklist,25,25,7,264
chess,48,64,9,490
ChocoModel,52,81,9,515
ChooseEditor,72,172,10,583
cim,1167,1454,43,5915
CIM14,3290,5293,158,9400
CIM15,4371,7722,234,21324
CIMLevelZero,1167,1454,43,6026
cinematic,76,130,11,543
city1,15,18,18,261
city2,13,16,7,227
cityfurniture,24,24,31,4764
citygml,62,74,34,4926
cityobjectgroup,39,41,30,3681
CL,90,118,11,1353
claim,19,25,8,428
Class,1,0,18,238
ClassDiagram,42,63,9,455
classDomain,41,71,7,480
ClassicModels,77,120,10,705
classification,16,18,7,240
ClassMM,19,27,7,249
ClassModel,76,112,10,696
class_diagramm,49,72,6,456
class_diagramm_simple,17,16,6,240
class_diagramm_tgg_rule,22,21,10,258
client,84,91,12,508
Clientes,26,30,9,258
closures,8,8,9,241
cloud,8,9,7,237
CloudML,63,102,8,479
cm,54,72,8,464
cmd,24,35,7,426
cmengine,106,195,11,903
CML,1,0,6,419
cmsl,149,183,13,759
cmt.owl,88,204,11,723
Coaster,28,30,8,258
COBOL,64,86,9,473
Cocus.owl,164,345,21,1331
codeAssistStruts,58,74,8,473
codesyncjava,41,38,9,267
codesyncxml,7,11,7,240
