model,nodes,edges,time,mem
faceletTaglib,25,33,9,238
faceletTaglib_2_0,114,169,14,942
FacesConfig,601,907,41,3884
facet_definition,24,34,8,399
fact,75,103,13,915
Families,10,11,7,222
family,18,25,8,238
FCM,128,151,12,868
featherweightjava,37,71,8,386
Feature,12,15,9,562
featureDiagram,40,77,9,423
FeatureDiagrams,31,56,11,399
featuremodel,38,56,8,423
Features,11,15,11,223
feature_old,73,124,10,653
Februar,11,15,8,204
FederationOffice,244,376,17,1374
felix,119,148,14,969
Fiber,37,52,8,382
fieldmapping,12,13,6,223
FieldSelection,12,15,7,235
FileHistory,12,13,8,222
filetransfer,22,22,6,238
filter,54,67,10,608
filtermodel,3,2,7,223
FilterSetup,37,83,8,412
Fin,63,82,10,453
FiniteStateMachine,23,50,7,408
Firewalll,16,20,6,217
fiw,5,4,6,203
FJ,52,86,9,426
fl,33,48,8,438
flat11,86,113,12,622
FlatQVT,416,837,35,10622
FlatSignalFlow,55,106,9,434
Flow,81,134,11,680
flowchart,56,99,9,477
flowcontrol,38,66,8,446
FlowDesigner,25,35,7,385
FlowDsl,45,57,7,467
FlowerDiagramNotation,58,116,10,600
FlowGraph,38,86,9,445
flow_concept,22,38,6,244
flow_edge,13,23,7,232
flow_noedge,9,14,9,233
FML,63,87,8,468
fmusim,28,41,6,244
fnmeta,36,47,9,435
Forge,98,111,9,682
form,34,39,7,252
format,9514,12936,564,43782
formatter,9,9,8,376
Forms,169,235,15,1254
formsembedded,4,3,5,224
formsextension,4,3,7,224
formsfamily,30,48,8,440
FormularMM,24,34,13,368
FoundationModel,168,221,14,992
Fouroperation,13,18,8,202
fr.medieval.model,22,34,6,350
Fractal,96,149,10,765
FractalIdt,9,9,6,203
FractalItf,171,261,16,995
frascati,50,55,7,397
freemarker,3,2,7,191
Freemind,80,103,12,596
frontend.attribution,30,50,9,395
frontend.chain,21,36,9,328
frontend.core,153,261,13,1099
frontend.imperative,21,29,8,328
frontend.koan,22,33,6,203
frontend.mappings,112,190,15,765
frontend.pat,28,44,6,368
frontend.qool,76,124,11,581
frontend.script,14,15,8,203
frontend.tao,38,65,8,386
fsa,14,24,9,202
fsm-noOpposite,20,29,7,328
fsm,20,35,7,368
fsml,6,7,6,203
fsm_with_ids,22,37,8,368
fUML,358,679,27,2334
Function,53,87,10,508
functions,23,38,8,368
furniture,30,41,7,394
futsal,75,115,9,599
FwitRequirementsModel,87,86,9,574
FXBean,38,47,8,387
fxg,516,666,29,2558
FXGraph,97,150,12,680
GACL,59,97,9,398
GAIA,55,90,12,581
gamelogic,90,142,9,592
games,11,14,6,203
gameserver,8,15,9,203
GameServerModel,38,72,10,370
gameworld,69,108,9,527
Gantt,52,60,10,402
Gatekeeper,172,241,16,1058
gautosar,362,627,23,2336
gbind,268,572,18,1843
gcomponent,107,169,11,680
Gdbsl,5,5,7,180
gedcoml,60,81,8,517
General,192,218,14,992
generatedModel,15,23,8,221
generatedModel2,16,25,7,350
generatedplugin,34,36,8,386
generator2,3,2,6,180
GenericEditor,32,48,8,368
genericity_dsl,36,58,10,692
GenericOutline,21,32,8,368
generics,43,54,30,5491
Genesis,22,32,8,348
GenModel,186,240,16,1080
GenModel2,17,19,9,350
genotype,32,61,9,1084
Geographical,92,135,9,637
GeoTrans,1,0,4,215
germplasm,94,156,11,1824
GF,209,314,15,1249
Gherkin,39,59,8,412
GIS_Connectivity,375,573,23,2512
GitModel,33,51,14,3583
globalinfluenzamodel,7,6,7,197
Glproto,10,9,6,216
Glsl,160,277,17,1055
glucose,68,84,11,545
gmfgen,756,1141,39,4869
gmfgenext,63,76,11,525
gmfgraph,235,368,15,1391
gmfgraph_1.23,214,333,14,1250
gmfgraph_1.24,215,335,14,1376
gmfgraph_1.25,216,337,15,1384
gmfgraph_1.26,218,341,14,1375
gmfgraph_1.30,229,356,16,1424
gmfmap,155,259,14,1086
gmfmap_2007,139,232,14,981
Golang,2321,2319,77,4578
GoModel,8,7,6,209
googleanalytics,4,3,6,209
gore,76,117,11,938
gpx,126,136,12,850
Gra2MoL,156,196,12,825
graal-featureextensions,4,3,5,231
graal,72,134,8,599
gradingsystem,29,39,8,361
Grafcet,1,0,5,232
grammar,28,43,6,361
graph,22,30,10,232
graphdef,111,156,12,742
GraphEditor,36,50,8,341
GraphEditorModel,13,19,7,231
GraphicalProcessEditorModel,20,31,9,341
graphics,22,34,8,316
graphiti,171,269,16,1078
GraphML,49,74,9,410
graphO,16,21,6,209
graphTransformation,56,108,9,542
GraphViewMapping,23,38,7,403
GraphViewStyle,12,12,11,377
GraphVizDot,45,64,11,400
Greetings,9,13,5,228
groundspeak,72,83,11,574
GSML,31,44,8,338
gsn,19,29,7,377
gsz,28,45,8,378
GUI,101,128,14,600
GuiceModules,15,19,9,378
GUIdancerComponentHierarchy,15,25,7,378
Guixdsl,9,11,7,209
GWPNV1,12,27,7,340
GWPNV2,22,53,7,377
GWPNV3,19,44,10,377
GWPNV4,20,45,7,378
GWPNV5,23,52,10,403
GXL,11,16,7,209
Hadoop,39,45,11,361
HAL,1,0,7,375
harmonica,25,32,8,403
HaxeDSL,41,57,9,375
hazard,61,69,10,428
hbauditing,25,26,8,378
hbmodel,50,53,9,518
Headline,3,2,7,231
hedl,42,66,11,549
Hello,5,5,7,231
HelloBuck,5,5,6,231
HelloInferrer,12,13,8,231
HelloJvmTypes,9,10,8,209
HelloScoping,12,16,7,231
HelloXbase,7,7,7,209
henshin,85,162,12,748
henshinlayout,21,24,8,254
hExample_1_RHS,5,5,6,229
hExample_3_RHS,4,3,6,231
hExample_4_LHS,4,3,5,228
hExample_4_RHS,3,2,6,179
hExample_6_LHS,13,17,7,232
hexfile,12,13,6,231
HierarchicalSignalFlow,1,0,5,232
HierarchicalStateMachine,60,131,12,542
highway,170,186,13,728
hipadaba,30,35,9,340
hivpredrt,36,41,7,364
Hm,359,435,29,2164
hockeyleague,78,99,11,541
HOOPL,17,25,8,231
house,44,70,11,403
HPROF,72,102,9,599
HSM,11,16,8,229
HTML,217,285,17,1246
HTTP,14,18,12,733
HybridAutomata,87,84,10,456
IAC,21,27,7,364
iaca,61,96,8,602
IAFlowGraph,12,14,7,524
iasted.owl,831,1703,52,10231
ICM,73,105,12,590
ID,8,8,9,223
idbag,4,3,6,223
idc,224,392,19,1460
identifiable,4,3,5,201
identification,16,25,8,381
idl,70,127,11,791
IDLMM,98,146,10,651
IdObjectsDsl,34,33,8,397
IEEE1471ConceptualModel,1,0,5,223
IEEE1471ViewpointM2,34,62,7,398
ifc2x3,4487,6350,224,10807
ifc2x3tc1,4497,6369,213,30660
IFC2X3_TC1,3351,5223,175,16943
IFC2X4_RC3,5117,7391,250,9791
IFConfiguration,72,118,14,627
IFML,124,214,11,956
ifStatement,25,35,8,285
Images,3,2,17,286
imgpro,106,141,10,772
imml,63,89,8,516
imperativeocl,81,107,9,939
ImperativeOCLCS,68,88,10,725
implementation,18,20,7,283
ImpModLang,27,45,8,257
import,11,11,7,286
IMSTransactionMessage,1,0,5,283
in2,6,3,7,285
IncQueryXcore,8,8,9,285
indexer,12,14,9,473
infosystem,163,162,12,654
inheritancemapping,32,38,8,494
Initialization,11,13,6,286
inject,3,3,6,286
input,5,4,8,285
inputMetamodel,7,7,9,286
instance,98,155,18,3395
InstanceModel,21,38,9,307
Instances,11,11,24,286
instantiation,26,39,8,304
instantiationRecipe,6,6,8,283
Insurance,19,19,7,307
IntegrationOfOCL_ExpressionsInUML,42,58,7,304
Intent,37,47,7,307
interaction,40,73,12,495
InteriorPlanningLang,86,105,10,537
InternalSM,55,77,9,494
interpreter,4,3,5,286
inventory,54,100,8,494
IOI,20,27,8,307
iolist,161,203,13,1026
iplog,60,70,10,516
Iptables,45,58,8,494
ir,144,231,13,976
IRL,118,251,13,981
IsabelleProofProcess-v1.0.0.10,32,38,8,491
IsabelleProofProcess,32,38,7,470
it.matiuz.menumaker.model,21,21,8,307
itemlist,12,16,8,283
Izpack,272,286,20,965
J2SE5,238,463,25,1670
jamopp,376,798,27,5634
Java-20040316,27,54,7,462
Java,373,794,27,4920
JAVA3,37,74,7,462
java5,297,574,19,2014
JavaAbstractSyntax,1,0,21,816
JavaBehavior4UML,11,10,8,258
javaforms,3,2,6,259
javaformscodegen,2,1,7,258
JavaFXAntTask,139,166,12,801
javalogtrace,3,2,7,442
JavaProject,31,49,8,459
javaproperties,8,8,8,258
JavaSource,13,22,10,274
JavaTypes,4,3,7,258
JavaVMTypes,118,212,13,951
javaz,58,78,10,510
java_templates,85,84,11,701
jaxrpcmap,87,107,24,713
jBPM5Extensions,26,28,7,462
jca,80,98,12,696
jdsl,48,62,8,479
jdt,11,11,6,259
JDTAST,92,140,13,1262
jedihelp,26,26,8,259
JenaRules,41,63,6,480
Jess,126,236,17,960
jex,60,94,8,494
JKind,129,181,13,777
Jnario,24,34,8,460
joblet,7,7,8,630
jobtool,31,41,8,480
JourneyModel,88,95,8,510
jpa-mixed,15,16,7,276
JPas,60,86,9,509
jpdl32,347,491,28,2145
js,11,14,7,445
jsflibraryregistry,24,31,9,462
jsm,142,281,13,981
json,19,26,8,276
jsp,15,16,9,445
jtemplates,5,3,8,258
junit,21,33,7,274
Junitresult,48,60,10,477
JWTMetaModel,124,218,15,963
kaom,27,40,8,273
Kappa,61,89,9,510
Karel,57,81,9,497
KarteikastenSystem,40,58,8,461
kdm-09-05-23,671,1232,33,3916
kdm-modisco,683,1264,33,3969
KDM,671,1232,33,3915
KDMSimplified,48,98,8,510
kermeta,278,543,20,2045
kermeta_java,197,378,15,1414
kernel,44,87,9,479
