model,nodes,edges,time,mem
.skriven,22,28,10,261
101companies,15,18,8,269
abapobj,191,213,15,1077
ABase,13,17,7,249
ABC,4,5,29,257
abnf,47,72,15,531
abstractcim,25,40,8,285
AbstractSyntaxStereotypesUML1.4,7,5,14,249
AbstractUI,70,68,18,331
acad,69,68,578,531
accesscontrol,45,70,10,329
accession,11,18,7,654
account,10,10,6,251
accounting,37,60,7,488
ACG,150,264,21,1090
acl,15,16,6,263
ACME,43,73,7,504
ACON,40,57,7,490
acore,31,45,6,300
action,10,10,6,269
actions,43,61,11,912
activestatedebugger,23,30,8,284
ActivitiExtensions,93,106,11,798
activity,13,19,6,269
activityDiagram,35,66,8,300
actor,45,70,84,766
ActorMapping,33,38,7,299
adapter,9,9,8,489
adaptiveSystem,61,102,9,564
AData,36,47,7,296
ada_gen,33,42,7,297
additionalTagMetadata,13,14,5,269
AddressBook,28,44,9,297
addressing,51,68,9,503
ADELFE,41,88,11,533
Adl,125,198,12,848
Ads,177,277,16,1140
After,14,22,7,263
Agate,274,466,17,1644
agents,10,10,8,452
aggregator_0.8.0,109,138,13,608
Agree,285,353,30,1022
AIP,12,14,5,249
AIService,12,19,6,284
AjModel,46,88,7,546
aladim,43,70,7,530
Alf,304,486,20,1889
Altarica,175,308,14,1315
Amble,1,0,19,234
AML,343,445,19,2100
AMN,155,286,13,1054
analysis,11,12,6,271
android,47,78,7,531
Anfelisa,11,16,5,285
annotation,7,7,6,257
annotationModelReference,3,2,6,237
annotations,22,32,9,276
Ant,170,239,16,1063
Antikythera,38,63,8,491
AntScripts,38,63,9,507
AnyLogic,114,148,12,796
APar,27,25,7,282
api2mol,45,61,7,308
apidesc,83,115,12,578
apimodel,70,100,11,570
AppChoco,21,25,7,285
AppDSL,14,23,7,263
ApplauseDsl,126,213,12,855
applet,91,118,11,757
application,152,192,16,1693
AppliedStereotypeProperty,6,6,26,249
appmodel,22,26,25,285
AppWeb,24,27,6,276
apromore,37,58,8,300
ArcadeTongame_editor,30,41,7,276
archi,47,82,10,533
archimate,165,306,15,1340
Architectural_Description,17,30,7,282
architecture,5,4,7,254
ArchitectureDSL,70,105,12,563
arduino,114,167,11,846
ares,31,35,7,300
Arithmetics,34,58,9,276
arm,36,61,7,492
article,80,146,23,758
ASL,294,307,15,968
ASM,1,0,6,476
AsmL,172,329,15,1357
ASMLogo,53,99,8,517
aspectbind,122,205,13,840
aspectj,85,138,10,759
aspectualacme,35,61,9,492
