model,nodes,edges,time,mem
.skriven,22,28,31,256
101companies,15,18,7,273
abapobj,191,213,34,1076
ABase,13,17,8,256
ABC,4,5,15,240
abnf,47,72,10,508
abstractcim,25,40,9,491
AbstractSyntaxStereotypesUML1.4,7,5,6,242
AbstractUI,70,68,10,531
acad,69,68,610,723
accesscontrol,45,70,9,504
accession,11,18,10,661
account,10,10,7,255
accounting,37,60,9,492
ACG,150,264,13,1041
acl,15,16,7,260
ACME,43,73,9,504
ACON,40,57,8,495
acore,31,45,11,287
action,10,10,11,243
actions,43,61,12,908
activestatedebugger,23,30,9,273
ActivitiExtensions,93,106,12,765
activity,13,19,8,256
activityDiagram,35,66,9,491
actor,45,70,104,915
ActorMapping,33,38,8,287
adapter,9,9,8,647
adaptiveSystem,61,102,9,518
AData,36,47,9,289
ada_gen,33,42,11,287
additionalTagMetadata,13,14,8,260
AddressBook,28,44,7,287
addressing,51,68,10,525
ADELFE,41,88,9,504
Adl,125,198,13,810
Ads,177,277,16,1097
After,14,22,7,273
Agate,274,466,20,1833
agents,10,10,14,445
aggregator_0.8.0,109,138,11,780
Agree,285,353,19,1097
AIP,12,14,7,256
AIService,12,19,7,253
AjModel,46,88,10,504
aladim,43,70,9,505
Alf,304,486,20,1852
Altarica,175,308,15,1310
Amble,1,0,25,242
AML,343,445,21,2104
AMN,155,286,12,1061
analysis,11,12,7,242
android,47,78,8,501
Anfelisa,11,16,9,242
annotation,7,7,8,242
annotationModelReference,3,2,7,242
annotations,22,32,8,256
Ant,170,239,16,1053
Antikythera,38,63,10,491
AntScripts,38,63,9,492
AnyLogic,114,148,13,793
APar,27,25,26,270
api2mol,45,61,7,504
apidesc,83,115,23,543
apimodel,70,100,10,548
AppChoco,21,25,9,273
AppDSL,14,23,7,256
ApplauseDsl,126,213,17,809
applet,91,118,13,763
application,152,192,16,1667
AppliedStereotypeProperty,6,6,17,242
appmodel,22,26,7,273
AppWeb,24,27,9,270
apromore,37,58,9,494
ArcadeTongame_editor,30,41,10,287
archi,47,82,9,505
archimate,165,306,14,1340
Architectural_Description,17,30,10,271
architecture,5,4,6,243
ArchitectureDSL,70,105,11,525
arduino,114,167,10,779
ares,31,35,8,273
Arithmetics,34,58,9,287
arm,36,61,9,494
article,80,146,10,749
ASL,294,307,18,959
ASM,1,0,7,446
AsmL,172,329,16,1311
ASMLogo,53,99,8,505
aspectbind,122,205,11,792
aspectj,85,138,12,752
aspectualacme,35,61,10,492
Assert,31,47,9,287
asset,187,268,14,1297
Assignments,14,18,8,256
associationoverride,12,14,7,242
ast,54,76,10,517
aterms,48,54,11,291
AthenaDSL,172,241,17,1076
ATL-0.2,142,318,18,4136
ATL-Profiler,33,41,9,284
