model,nodes,edges,time,mem
.skriven,22,28,19,261
101companies,15,18,7,268
abapobj,191,213,13,1068
ABase,13,17,7,255
ABC,4,5,19,248
abnf,47,72,8,527
abstractcim,25,40,20,467
AbstractSyntaxStereotypesUML1.4,7,5,14,250
AbstractUI,70,68,10,537
acad,69,68,577,724
accesscontrol,45,70,9,508
accession,11,18,9,662
account,10,10,8,255
accounting,37,60,9,487
ACG,150,264,22,1045
acl,15,16,8,267
ACME,43,73,9,508
ACON,40,57,8,488
acore,31,45,8,276
action,10,10,7,248
actions,43,61,10,915
activestatedebugger,23,30,10,277
ActivitiExtensions,93,106,11,757
activity,13,19,8,297
activityDiagram,35,66,8,501
actor,45,70,76,911
ActorMapping,33,38,7,277
adapter,9,9,10,663
adaptiveSystem,61,102,9,524
AData,36,47,8,276
ada_gen,33,42,9,276
additionalTagMetadata,13,14,8,252
AddressBook,28,44,7,284
addressing,51,68,9,523
ADELFE,41,88,8,535
Adl,125,198,13,805
Ads,177,277,13,1104
After,14,22,9,255
Agate,274,466,20,1832
agents,10,10,9,460
aggregator_0.8.0,109,138,19,779
Agree,285,353,16,1112
AIP,12,14,9,248
AIService,12,19,8,275
AjModel,46,88,10,516
aladim,43,70,10,509
Alf,304,486,22,1847
Altarica,175,308,14,1296
Amble,1,0,24,248
AML,343,445,21,2116
AMN,155,286,13,1069
analysis,11,12,8,255
android,47,78,10,516
Anfelisa,11,16,8,255
annotation,7,7,7,242
annotationModelReference,3,2,8,249
annotations,22,32,9,277
Ant,170,239,14,1030
Antikythera,38,63,11,487
AntScripts,38,63,8,508
AnyLogic,114,148,12,800
APar,27,25,15,269
api2mol,45,61,10,488
apidesc,83,115,9,578
apimodel,70,100,11,546
AppChoco,21,25,6,269
AppDSL,14,23,9,254
ApplauseDsl,126,213,13,804
applet,91,118,12,771
application,152,192,14,1707
AppliedStereotypeProperty,6,6,24,242
appmodel,22,26,19,264
AppWeb,24,27,9,277
apromore,37,58,10,502
ArcadeTongame_editor,30,41,9,277
archi,47,82,8,509
archimate,165,306,15,1368
Architectural_Description,17,30,9,261
architecture,5,4,8,247
ArchitectureDSL,70,105,12,527
arduino,114,167,13,785
ares,31,35,8,275
Arithmetics,34,58,7,284
arm,36,61,7,502
article,80,146,20,757
ASL,294,307,20,976
ASM,1,0,6,483
AsmL,172,329,13,1318
ASMLogo,53,99,11,524
aspectbind,122,205,11,798
aspectj,85,138,13,757
aspectualacme,35,61,10,502
Assert,31,47,8,284
asset,187,268,15,1296
Assignments,14,18,9,255
associationoverride,12,14,9,252
ast,54,76,10,517
aterms,48,54,9,305
AthenaDSL,172,241,15,1080
ATL-0.2,142,318,19,4140
ATL-Profiler,33,41,9,277
ATL,92,172,13,988
atl2java,47,88,11,511
ATLMLM,98,183,12,995
