model,ext,nodes,edges,time,mem
result0_10000,xmi,9853,9849,1065,31822
result0_100000,xmi,105633,105627,11984,303003
result0_1000000,xmi,970810,970806,104241,2750106
result0_50000,xmi,48525,48522,4886,140815
result0_500000,xmi,491672,491670,51546,1400620
