model,ext,nodes,edges,time,mem
result0_10000,xmi,9853,9849,956,39957
result0_100000,xmi,105633,105627,10537,302684
result0_1000000,xmi,970810,970806,102151,2759244
result0_50000,xmi,48525,48522,5206,145453
result0_500000,xmi,491672,491670,50903,1407804
