model,ext,nodes,edges,time,mem
result0_10000,xmi,9853,9849,1028,32768
result0_100000,xmi,105633,105627,10905,308628
result0_1000000,xmi,970810,970806,102313,2732034
result0_50000,xmi,48525,48522,4963,139264
result0_500000,xmi,491672,491670,51408,1388546
