model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11154,561673
eclipseModel-1.0,xmi,1000658,2672591,122042,1811735
eclipseModel-all,xmi,4357774,11478915,558037,5155387
