model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11161,554356
eclipseModel-1.0,xmi,1000658,2672591,122667,1832652
eclipseModel-all,xmi,4357774,11478915,727587,5946153
