model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11192,564374
eclipseModel-1.0,xmi,1000658,2672591,123208,1984259
eclipseModel-all,xmi,4357774,11478915,647853,6030795
