model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11205,572292
eclipseModel-1.0,xmi,1000658,2672591,123359,2005242
eclipseModel-all,xmi,4357774,11478915,779503,4241723
