model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11192,572402
eclipseModel-1.0,xmi,1000658,2672591,122787,2091070
eclipseModel-all,xmi,4357774,11478915,640755,3893456
