model,ext,nodes,edges,time,mem
eclipseModel-0.1,xmi,100126,262258,11224,573442
eclipseModel-1.0,xmi,1000658,2672591,123664,1796149
eclipseModel-all,xmi,4357774,11478915,813102,3855203
