model,ext,nodes,edges,time,mem
result0_10000,xmi,9439,28790,3599,88040
result0_100000,xmi,96170,298131,31529,708197
result0_1000000,xmi,939050,2888517,325957,3784265
result0_50000,xmi,53111,164087,17298,393216
result0_500000,xmi,471011,1456091,159267,3411970
