model,ext,nodes,edges,time,mem
result0_10000,xmi,9439,28790,4282,90112
result0_100000,xmi,96170,298131,32241,704512
result0_1000000,xmi,939050,2888517,325316,3301376
result0_50000,xmi,53111,164087,17798,389122
result0_500000,xmi,471011,1456091,159865,3411970
