model,ext,nodes,edges,time,mem
result0_10000,xmi,9439,28790,6642,81920
result0_100000,xmi,96170,298131,32927,700418
result0_1000000,xmi,939050,2888517,325302,3411968
result0_50000,xmi,53111,164087,17535,385024
result0_500000,xmi,471011,1456091,159929,3411970
