model,ext,nodes,edges,time,mem
result0_10000,xmi,10378,12996,827,39405
result0_100000,xmi,101869,129266,8561,311296
result0_1000000,xmi,915391,1162166,61960,1318920
result0_50000,xmi,51663,65481,2794,159749
result0_500000,xmi,505193,641805,32075,1522970
