model,ext,nodes,edges,time,mem
result0_10000,xmi,10378,12996,603,36869
result0_100000,xmi,101869,129266,7889,311296
result0_1000000,xmi,915391,1162166,68337,1395179
result0_50000,xmi,51663,65481,2481,163840
result0_500000,xmi,505193,641805,30289,1518848
