model,ext,nodes,edges,time,mem
result0_10000,xmi,10378,12996,2206,77826
result0_100000,xmi,101869,129266,8525,358776
result0_1000000,xmi,915391,1162166,67072,325336
result0_50000,xmi,51663,65481,2788,160808
result0_500000,xmi,505193,641805,32196,385494
