model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,15499,114476
result0_100000,xmi,104675,286493,123820,1062431
result0_1000000,xmi,903400,2473391,986107,298829
result0_50000,xmi,47039,129273,51612,479234
result0_500000,xmi,534360,1463772,570224,2052802
