model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,15217,114688
result0_100000,xmi,104675,286493,112157,1064960
result0_1000000,xmi,903400,2473391,964674,1505464
result0_50000,xmi,47039,129273,49877,483328
result0_500000,xmi,534360,1463772,570831,462850
