model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,28205,188418
result0_100000,xmi,104675,286493,124042,346772
result0_1000000,xmi,903400,2473391,1004872,783105
result0_50000,xmi,47039,129273,55575,491520
result0_500000,xmi,534360,1463772,561664,356258
