model,ext,nodes,edges,time,mem
result0_10000,xmi,10355,28497,16323,114688
result0_100000,xmi,104675,286493,112332,1060866
result0_1000000,xmi,903400,2473391,962405,2841733
result0_50000,xmi,47039,129273,48886,479234
result0_500000,xmi,534360,1463772,599653,2207746
