model,ext,nodes,edges,time,mem
result0_10000,xmi,9302,9416,2730,32807
result0_100000,xmi,92701,93756,9135,261046
result0_1000000,xmi,950079,961127,98249,1407960
result0_50000,xmi,51677,52253,5054,143543
result0_500000,xmi,483539,489031,49310,1311841
