model,ext,nodes,edges,time,mem
result0_10000,xmi,9302,9416,2293,33657
result0_100000,xmi,92701,93756,9174,264811
result0_1000000,xmi,950079,961127,96301,1384473
result0_50000,xmi,51677,52253,4951,143547
result0_500000,xmi,483539,489031,48809,1311201
