model,ext,nodes,edges,time,mem
result0_10000,xmi,9302,9416,2989,34585
result0_100000,xmi,92701,93756,8997,261836
result0_1000000,xmi,950079,961127,96641,1314911
result0_50000,xmi,51677,52253,4913,143508
result0_500000,xmi,483539,489031,48730,1314409
