model,ext,nodes,edges,time,mem
result0_10000,xmi,9092,9045,700,35621
result0_100000,xmi,107230,107590,6276,323586
result0_1000000,xmi,979250,983492,53766,1093856
result0_50000,xmi,53231,53375,2985,165396
result0_500000,xmi,546060,548584,29357,1623263
