model,ext,nodes,edges,time,mem
result0_10000,xmi,9092,9045,656,34093
result0_100000,xmi,107230,107590,6306,323586
result0_1000000,xmi,979250,983492,54793,1102929
result0_50000,xmi,53231,53375,2890,166660
result0_500000,xmi,546060,548584,29910,1622235
