model,ext,nodes,edges,time,mem
result0_10000,xmi,9092,9045,666,33776
result0_100000,xmi,107230,107590,5945,323586
result0_1000000,xmi,979250,983492,54806,1109533
result0_50000,xmi,53231,53375,2832,167694
result0_500000,xmi,546060,548584,29971,1623552
