model,ext,nodes,edges,time,mem
result0_10000,xmi,10795,14396,3019,34803
result0_100000,xmi,93289,145311,11490,322213
result0_1000000,xmi,1048408,1526718,101140,1110371
result0_50000,xmi,46144,78348,4542,174000
result0_500000,xmi,528195,774877,48249,1551725
