model,ext,nodes,edges,time,mem
result0_10000,xmi,10795,14396,3057,36866
result0_100000,xmi,93289,145311,12092,323586
result0_1000000,xmi,1048408,1526718,103285,587181
result0_50000,xmi,46144,78348,5060,167938
result0_500000,xmi,528195,774877,48885,508740
