model,ext,nodes,edges,time,mem
result0_10000,xmi,10795,14396,3283,36699
result0_100000,xmi,93289,145311,11898,321662
result0_1000000,xmi,1048408,1526718,100892,1308000
result0_50000,xmi,46144,78348,4988,169885
result0_500000,xmi,528195,774877,48738,1400099
