model,ext,nodes,edges,time,mem
result0_10000,xmi,9786,9782,978,36866
result0_100000,xmi,91298,91686,8209,302070
result0_1000000,xmi,964979,967353,96763,867874
result0_50000,xmi,50619,50801,4918,172032
result0_500000,xmi,514520,516176,51080,530729
