model,ext,nodes,edges,time,mem
result0_10000,xmi,9786,9782,2700,81169
result0_100000,xmi,91298,91686,8630,351504
result0_1000000,xmi,964979,967353,92073,648627
result0_50000,xmi,50619,50801,5149,169935
result0_500000,xmi,514520,516176,48560,375149
