model,ext,nodes,edges,time,mem
result0_10000,xmi,9786,9782,976,38012
result0_100000,xmi,91298,91686,7986,306048
result0_1000000,xmi,964979,967353,88002,1117948
result0_50000,xmi,50619,50801,4631,171837
result0_500000,xmi,514520,516176,40808,649442
