model,ext,nodes,edges,time,mem
result0_10000,xmi,10634,25157,3784,131573
result0_100000,xmi,109982,255744,51347,553702
result0_1000000,xmi,1035976,2421653,2970723,1660994
result0_50000,xmi,50392,117966,10713,1390885
result0_500000,xmi,529395,1237452,809815,3326961
