model,ext,nodes,edges,time,mem
result0_10000,xmi,10634,25157,2621,131072
result0_100000,xmi,109982,255744,45820,558100
result0_1000000,xmi,1035976,2421653,2927912,3596452
result0_50000,xmi,50392,117966,9957,1387958
result0_500000,xmi,529395,1237452,801426,3448054
