model,ext,nodes,edges,time,mem
result0_10000,xmi,10634,25157,2725,134399
result0_100000,xmi,109982,255744,64808,557398
result0_1000000,xmi,1035976,2421653,3102395,1668511
result0_50000,xmi,50392,117966,10502,1389996
result0_500000,xmi,529395,1237452,806203,2544470
