model,ext,nodes,edges,time,mem
result0_10000,xmi,9487,9480,506,32245
result0_100000,xmi,95678,95665,5381,263645
result0_1000000,xmi,970475,970467,73514,449896
result0_50000,xmi,48119,48100,2330,136722
result0_500000,xmi,533745,545260,34509,335006
