model,ext,nodes,edges,time,mem
result0_10000,xmi,9487,9480,515,32469
result0_100000,xmi,95678,95665,5484,264793
result0_1000000,xmi,970475,970467,69974,401529
result0_50000,xmi,48119,48100,2630,134848
result0_500000,xmi,533745,545260,35693,337481
