operation,metamodel,metric,best_model,consistency,linear_r2,exponential_r2,poly2_r2,poly3_r2,poly4_r2,poly5_r2,worst_file,worst_model
Read,SqliteModel,time,linear,0.7333333333333333,0.9964108906115571,0.7149329663810924,0.998978863553251,0.9997106733765835,1.0,1.0,Read_run_8.csv,exponential
Read,SqliteModel,mem,poly3,1.0,0.9916620714309031,0.6417357811936266,0.9936081707452215,0.9999532726254626,1.0,1.0,Read_run_24.csv,exponential
Read,StaticScript,time,linear,0.9666666666666667,0.9971405013035249,0.6988105569045328,0.9994445765453417,0.999868018381361,1.0,1.0,Read_run_28.csv,exponential
Read,StaticScript,mem,poly3,1.0,0.9931155409010147,0.6716274693393536,0.9937438656719636,0.9999508185575582,1.0,1.0,Read_run_25.csv,exponential
Read,timing-diagram,time,linear,0.6333333333333333,0.9954242985892356,0.7606150432126039,0.996051064337139,0.998986704451646,1.0,1.0,Read_run_9.csv,exponential
Read,timing-diagram,mem,poly3,1.0,0.9472685723923867,0.5173742334075722,0.9870710975303517,0.9999263243244964,1.0,1.0,Read_run_20.csv,exponential
Read,Transformation,time,linear,0.9333333333333333,0.9972858184501815,0.7596763577108597,0.9987935567715822,0.9996658510627366,1.0,1.0,Read_run_11.csv,exponential
Read,Transformation,mem,poly3,1.0,0.9789036078728858,0.5322784649749377,0.9932709315678477,0.9999889270050153,1.0,1.0,Read_run_3.csv,exponential
Read,widget,time,linear,1.0,0.998860662727039,0.6507042694849139,0.9994418206335741,0.9998178454367412,1.0,1.0,Read_run_10.csv,exponential
Read,widget,mem,poly3,0.6,0.9551567045793145,0.4427244380037651,0.9941445191803217,0.9998537943327396,1.0,1.0,Read_run_23.csv,exponential
Update,ApplauseDsl,time,linear,0.6666666666666666,0.9957193734284107,0.6240374599207088,0.9991896198651625,0.9997995387109544,1.0,1.0,Update_run_9.csv,exponential
Update,ApplauseDsl,mem,poly2,0.8666666666666667,0.9685778768876949,0.38085792771018856,0.9995867126066024,0.9999885488759356,1.0,1.0,Update_run_3.csv,exponential
Update,AthenaDSL,time,poly2,0.5666666666666667,0.9855908432301275,0.8920276575620679,0.9969482075031044,0.9993631198263182,1.0,1.0,Update_run_29.csv,exponential
Update,AthenaDSL,mem,poly2,1.0,0.963552160837187,0.38970692084432906,0.999313009180045,0.9999919170855921,1.0,1.0,Update_run_29.csv,exponential
Update,AtsDsl,time,linear,0.6333333333333333,0.9958910339504031,0.6429641564308032,0.9979995214189713,0.999311619017708,1.0,1.0,Update_run_16.csv,exponential
Update,AtsDsl,mem,poly2,0.5666666666666667,0.9860015920362624,0.5781904104542851,0.9984693022131534,0.9999992512984767,1.0,1.0,Update_run_1.csv,exponential
Update,business,time,linear,0.7666666666666667,0.9964635852103069,0.874913932461093,0.9987197712387633,0.9991369050157641,1.0,1.0,Update_run_5.csv,exponential
Update,business,mem,poly2,0.4666666666666667,0.9869964765576302,0.5969419752985807,0.9965482045877141,0.9999969298848776,1.0,1.0,Update_run_1.csv,exponential
Update,CoreDsl,time,linear,1.0,0.9997279663797032,0.5234838603734009,0.9998943482084205,0.9999816484544923,1.0,1.0,Update_run_2.csv,exponential
Update,CoreDsl,mem,poly2,0.8333333333333334,0.9783432109033807,0.47872773780310224,0.9987101831187885,0.9999918400368047,1.0,1.0,Update_run_29.csv,exponential
Update,CssExtDsl,time,linear,0.9666666666666667,0.997674919419527,0.7418353796347615,0.9986802714554824,0.9996751625450883,1.0,1.0,Update_run_1.csv,exponential
Update,CssExtDsl,mem,poly2,1.0,0.9437172874601077,0.34693686182392935,0.9993418195199928,0.9999955918064095,1.0,1.0,Update_run_23.csv,exponential
Update,DialogScript,time,linear,0.4666666666666667,0.9942487140496719,0.8051685858136938,0.9979319704744235,0.9991045358902373,1.0,1.0,Update_run_15.csv,exponential
Update,DialogScript,mem,poly2,0.9666666666666667,0.9636289016704289,0.37696279507026687,0.9995425340029568,0.9999971584407958,1.0,1.0,Update_run_29.csv,exponential
Update,environment,time,linear,0.8,0.9971731523274746,0.684831747629101,0.9994809380666769,0.9997646697139868,1.0,1.0,Update_run_5.csv,exponential
Update,environment,mem,linear,0.5333333333333333,0.9866495229402884,0.527840140600892,0.9988776064037934,0.9999988371228417,1.0,1.0,Update_run_22.csv,exponential
Update,erlang,time,linear,0.9,0.9972998988681263,0.7621636746754202,0.9983621146979395,0.9994259743363678,1.0,1.0,Update_run_28.csv,exponential
Update,erlang,mem,poly2,0.9666666666666667,0.9456432829274682,0.35170052646406014,0.9989899593356868,0.9999973042335596,1.0,1.0,Update_run_2.csv,exponential
Update,esb,time,linear,0.7666666666666667,0.9961222480204277,0.7793832459909521,0.9975695108932642,0.9997177624272684,1.0,1.0,Update_run_27.csv,exponential
Update,esb,mem,poly2,0.9666666666666667,0.9216079713568572,0.2527211153556609,0.9988196790443927,0.9999775292750538,1.0,1.0,Update_run_3.csv,exponential
Update,EventOrientedLanguage,time,linear,1.0,0.998621482432837,0.6071054593802304,0.9997664276330156,0.9999228358198099,1.0,1.0,Update_run_13.csv,exponential
Update,EventOrientedLanguage,mem,poly2,0.8666666666666667,0.9827501895459994,0.48806992311496067,0.998730675985751,0.999997697858272,1.0,1.0,Update_run_1.csv,exponential
Update,FlatQVT,time,linear,1.0,0.9990227011169992,0.4744857945648558,0.9999752346510236,0.9999925895590641,1.0,1.0,Update_run_12.csv,exponential
Update,FlatQVT,mem,poly2,0.8,0.9853357146254775,0.5529068626970134,0.9981537737157274,0.9999980785890167,1.0,1.0,Update_run_27.csv,exponential
Update,FractalItf,time,linear,0.8666666666666667,0.9971853441335091,0.6784493181274649,0.9991215319716938,0.9998197504443056,1.0,1.0,Update_run_14.csv,exponential
Update,FractalItf,mem,poly2,0.7333333333333333,0.9598239883044194,0.40670181052186666,0.9995280181818212,0.9999959160907186,1.0,1.0,Update_run_2.csv,exponential
Update,Glsl,time,linear,0.6333333333333333,0.995741260065462,0.7135056558459042,0.9996587903533559,0.9998216896393599,1.0,1.0,Update_run_25.csv,exponential
Update,Glsl,mem,poly2,0.9333333333333333,0.9642647407134558,0.42508414600970573,0.9987233282001239,0.9999964379316884,1.0,1.0,Update_run_1.csv,exponential
Update,hockeyleague,time,linear,1.0,0.9993084997414601,0.41819875514411076,0.9998432461503817,0.9999066548874319,1.0,1.0,Update_run_1.csv,exponential
Update,hockeyleague,mem,poly2,1.0,0.9733501470526702,0.463149837451474,0.9983686527447632,0.9999987529090062,1.0,1.0,Update_run_3.csv,exponential
Update,Iptables,time,linear,0.8,0.9965288320504111,0.7465977589479171,0.9993436950837016,0.9998402052810882,1.0,1.0,Update_run_13.csv,exponential
Update,Iptables,mem,poly2,1.0,0.972205295092531,0.4299197569172478,0.9991992194242553,0.9999977862366537,1.0,1.0,Update_run_2.csv,exponential
Update,java5,time,poly2,1.0,0.9920856680489653,0.6167335973858912,0.9998668114506887,0.9999725601252414,1.0,1.0,Update_run_2.csv,exponential
Update,java5,mem,poly2,0.5666666666666667,0.9895821835201211,0.5693798526640014,0.9977487292440677,0.99999954615344,1.0,1.0,Update_run_1.csv,exponential
Update,JavaVMTypes,time,linear,0.6,0.9957239689665517,0.6850037023773772,0.9997763229066651,0.999961811727262,1.0,1.0,Update_run_4.csv,exponential
Update,JavaVMTypes,mem,poly2,0.8666666666666667,0.9779696838821932,0.42616993961702276,0.9996992430218078,0.9999961593235239,1.0,1.0,Update_run_11.csv,exponential
Update,LLVM_IR,time,poly2,0.5,0.9930634723787484,0.7626284422544233,0.9985100948875465,0.9997504859415193,1.0,1.0,Update_run_28.csv,exponential
Update,LLVM_IR,mem,poly2,0.9333333333333333,0.9713945003643455,0.43960566473919815,0.999008432630945,0.9999907218085679,1.0,1.0,Update_run_3.csv,exponential
Update,MDD,time,linear,0.9333333333333333,0.9975856486743822,0.7119456014904332,0.9998357321537575,0.9999273109083296,1.0,1.0,Update_run_7.csv,exponential
Update,MDD,mem,poly2,1.0,0.9595570777424801,0.35479002180736946,0.9998013100456958,0.9999876853599354,1.0,1.0,Update_run_1.csv,exponential
Update,modelica,time,linear,0.7666666666666667,0.9959067881815565,0.5583553284100027,0.9990008794318735,0.9999098755737028,1.0,1.0,Update_run_19.csv,exponential
Update,modelica,mem,poly2,0.6333333333333333,0.9850875302134176,0.5746899801609399,0.9977677648312404,0.9999986317089472,1.0,1.0,Update_run_1.csv,exponential
Update,NetModel,time,linear,0.5333333333333333,0.9941543345329504,0.7432530813389894,0.9961317062111053,0.9991902338188277,1.0,1.0,Update_run_22.csv,exponential
Update,NetModel,mem,poly2,1.0,0.9259538665264888,0.28397107646482755,0.9999490378210572,0.9999885005362315,1.0,1.0,Update_run_3.csv,exponential
Update,OseeDsl,time,linear,0.9,0.9976283822470415,0.6853818583354379,0.9991113589970706,0.999734126902207,1.0,1.0,Update_run_24.csv,exponential
Update,OseeDsl,mem,poly2,0.9666666666666667,0.8865386885928522,0.14312954218629195,0.998350974798719,0.9999853461153769,1.0,1.0,Update_run_1.csv,exponential
Update,reviews,time,linear,1.0,0.9984034294518331,0.755456793680923,0.9993061938826678,0.9998130218317561,1.0,1.0,Update_run_11.csv,exponential
Update,reviews,mem,poly2,0.6333333333333333,0.9880803181660677,0.49087628299822544,0.9993658331426781,0.9999981352282366,1.0,1.0,Update_run_3.csv,exponential
Update,RobotTask,time,linear,0.9,0.9978618761299786,0.6354175928213425,0.9993768515151797,0.999798143317292,1.0,1.0,Update_run_1.csv,exponential
Update,RobotTask,mem,poly2,0.9333333333333333,0.9787462510301651,0.4473300759251746,0.9992360813269993,0.9999972168514546,1.0,1.0,Update_run_25.csv,exponential
Update,SqliteModel,time,poly2,0.4666666666666667,0.991061968150505,0.5266241432765889,0.9980662432989204,0.9998010809392295,1.0,1.0,Update_run_5.csv,exponential
Update,SqliteModel,mem,poly2,0.7666666666666667,0.9677595311820875,0.3525241131681242,0.9997008618713001,0.9999906426785546,1.0,1.0,Update_run_1.csv,exponential
Update,StaticScript,time,linear,0.9666666666666667,0.9979941468444941,0.7277685917996078,0.9989513759536555,0.9994956008025969,1.0,1.0,Update_run_7.csv,exponential
Update,StaticScript,mem,poly2,0.7666666666666667,0.984708454522292,0.495271696453732,0.998686235756261,0.9999982715910324,1.0,1.0,Update_run_2.csv,exponential
Update,timing-diagram,time,linear,1.0,0.9986164157516797,0.6290975270777105,0.9991681935851577,0.9999445591960838,1.0,1.0,Update_run_1.csv,exponential
Update,timing-diagram,mem,linear,0.5,0.9915877279738969,0.6524242830824899,0.9970394705586437,0.9999978380890798,1.0,1.0,Update_run_1.csv,exponential
Update,Transformation,time,linear,0.9,0.996898890086134,0.6609684342841694,0.9987413138135055,0.9998417760578072,1.0,1.0,Update_run_24.csv,exponential
Update,Transformation,mem,poly2,1.0,0.9476612085720776,0.3523154283011899,0.9992732755373595,0.9999944814491236,1.0,1.0,Update_run_13.csv,exponential
Update,widget,time,linear,0.8,0.9976869133679009,0.49717965103058187,0.9994714239456758,0.9999717144799753,1.0,1.0,Update_run_6.csv,exponential
Update,widget,mem,poly2,0.5,0.9894107394189022,0.5760326272955346,0.9980128661873314,0.9999991185558237,1.0,1.0,Update_run_6.csv,exponential
