operation,metamodel,metric,best_model,consistency,linear_r2,exponential_r2,poly2_r2,poly3_r2,poly4_r2,poly5_r2,worst_file,worst_model
Create,JavaVMTypes,time,linear,1.0,0.9997991114397083,0.5427307519252232,0.999975934417383,0.9999908021790087,1.0,1.0,Create_run_26.csv,exponential
Create,JavaVMTypes,mem,poly2,1.0,0.8063186504116486,0.261720176607234,0.9966534850188139,0.9999345324809231,1.0,1.0,Create_run_25.csv,exponential
Create,LLVM_IR,time,linear,0.5666666666666667,0.9942529849734371,0.5104453976578635,0.9995774285606355,0.9998693494940862,1.0,1.0,Create_run_30.csv,exponential
Create,LLVM_IR,mem,poly2,1.0,0.5131779024212874,-0.015914380628422205,0.9984858993949536,0.9999365179141667,1.0,1.0,Create_run_28.csv,exponential
Create,MDD,time,linear,1.0,0.9997364169153619,0.5080906190431403,0.9999740425462658,0.9999904773238394,1.0,1.0,Create_run_29.csv,exponential
Create,MDD,mem,poly2,0.9333333333333333,0.800315709823748,0.227160382913901,0.9962378817609122,0.9999262500774257,1.0,1.0,Create_run_1.csv,exponential
Create,modelica,time,linear,1.0,0.9986725721588977,0.4754614739447828,0.9997739583388421,0.9999934433992415,1.0,1.0,Create_run_1.csv,exponential
Create,modelica,mem,poly2,0.9333333333333333,0.6009035771558352,0.04024773359758458,0.9974671983329017,0.9999453446324194,1.0,1.0,Create_run_23.csv,exponential
Create,NetModel,time,linear,0.9666666666666667,0.9989290465371206,0.5593205251754302,0.999682486979399,0.9999163336336864,1.0,1.0,Create_run_22.csv,exponential
Create,NetModel,mem,poly2,0.6333333333333333,0.9279154809316315,0.40087003257873993,0.9957942115236943,0.9999652755761809,1.0,1.0,Create_run_29.csv,exponential
Create,OseeDsl,time,linear,0.9666666666666667,0.9983025092905145,0.6279626349819268,0.9995038677372272,0.9998174678973889,1.0,1.0,Create_run_29.csv,exponential
Create,OseeDsl,mem,poly2,1.0,0.8687304542598168,0.2563483204677673,0.9976871768601142,0.9999493886766867,1.0,1.0,Create_run_17.csv,exponential
Create,reviews,time,poly2,0.6,0.9819845506304468,0.25942657095785016,0.998644968032704,0.9999500423381027,1.0,1.0,Create_run_19.csv,exponential
Create,reviews,mem,poly2,1.0,0.8631312039318177,0.23877024048890372,0.9982076352482891,0.9999562089359486,1.0,1.0,Create_run_22.csv,exponential
Create,RobotTask,time,linear,1.0,0.9989705183614075,0.44724275953821596,0.9997703344122334,0.9999407287828098,1.0,1.0,Create_run_25.csv,exponential
Create,RobotTask,mem,poly2,1.0,0.9195573313091141,0.3586154780093278,0.9968183517243783,0.9999558929043173,1.0,1.0,Create_run_5.csv,exponential
