model,ext,nodes,edges,time,mem
result0_10,xmi,49,46,411,15554
result0_100,xmi,174,177,280,11446
result0_1000,xmi,997,989,144,15830
result0_10000,xmi,10007,10306,647,32770
result0_100000,xmi,99151,99150,6601,274434
