model,ext,nodes,edges,time,mem
result0_10000,xmi,9532,9528,366,28678
result0_100000,xmi,105379,109365,3949,290818
result0_1000000,xmi,944332,983460,43492,2535426
result0_50000,xmi,46572,46906,1754,131072
result0_500000,xmi,511826,531551,23722,1373911
