model,ext,nodes,edges,time,mem
result0_10000,xmi,10530,21059,4561,58023
result0_100000,xmi,102151,204300,7991,165984
result0_1000000,xmi,1004107,3003216,107488,1784035
result0_50000,xmi,51363,102724,3692,228505
result0_500000,xmi,503849,1007696,34983,392670
