model,ext,nodes,edges,time,mem
result0_10000,xmi,10530,21059,804,57346
result0_100000,xmi,102151,204300,7033,434178
result0_1000000,xmi,1004107,3003216,92480,715182
result0_50000,xmi,51363,102724,4217,225308
result0_500000,xmi,503849,1007696,33535,2084866
