model,ext,nodes,edges,time,mem
result0_10000,xmi,10530,21059,5000,90959
result0_100000,xmi,102151,204300,9268,152127
result0_1000000,xmi,1004107,3003216,110753,1576787
result0_50000,xmi,51363,102724,3961,232963
result0_500000,xmi,503849,1007696,42045,1878101
