model,ext,nodes,edges,time,mem
result0_10000,xmi,11014,11013,2554,37570
result0_100000,xmi,99460,99455,10120,284630
result0_1000000,xmi,1067916,1565301,129257,837836
result0_50000,xmi,45589,46678,3822,138632
result0_500000,xmi,517948,959902,73979,763126
