model,ext,nodes,edges,time,mem
result0_10000,xmi,9920,17547,1252,51998
result0_100000,xmi,107191,192818,14924,473947
result0_1000000,xmi,973037,1750031,138771,1649708
result0_50000,xmi,46513,117753,6718,241898
result0_500000,xmi,457154,822062,65408,962510
