model,ext,nodes,edges,time,mem
result0_10000,xmi,9920,17547,1181,51539
result0_100000,xmi,107191,192818,15358,471496
result0_1000000,xmi,973037,1750031,137636,1628321
result0_50000,xmi,46513,117753,6697,243482
result0_500000,xmi,457154,822062,66307,867562
